CAP, 220uF, CAP ALUM 220UF 16V 20% SMD, Radial  Can - SMD, Panasonic Electronic Components, EEE-1CA221XP, http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0002+EEE1CA221XP+7+WW, http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=PCE3885CT-ND, PCE3885CT-ND, 
CAP, 1000uF, CAP ALUM 1000UF 10V 20% SMD, Radial  Can - SMD, Panasonic Electronic Components, EEE-FP1A102AP, http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABA0114+EEEFP1A102AP+7+WW, http://search.digikey.com/scripts/DkSearch/dksus.dll?Detail&name=PCE4434CT-ND, PCE4434CT-ND, 
